,smape_allzero,smape_cnn,smape_lstm,smape_convlstm,rmse_allzero,rmse_cnn,rmse_lstm,rmse_convlstm
0,2.185044280664698,1.9054468497359596,4.1424601306789866,2.139929038626891,0.759206235408783,0.7003458738327026,0.6920623779296875,0.6914441585540771
1,2.185044280664698,187.0084491200403,7.766045660871333,2.085141236743915,0.759206235408783,9.730810165405273,8.434226989746094,7.549900054931641
2,2.185044280664698,1.9183016180316612,5.034101762391388,2.093718143453217,0.759206235408783,0.6904622316360474,0.6900463700294495,0.6791648864746094
3,2.185044280664698,139.4865183665754,5.200745349876077,2.0985925463603574,0.759206235408783,2.027545213699341,1.7872916460037231,1.6242653131484985
4,2.185044280664698,2.0190873427147893,3.4818496906361225,2.1872529975936557,0.759206235408783,0.7330887913703918,0.7140341401100159,0.7232942581176758
5,2.185044280664698,55.5910203745896,4.666959912515951,2.1302275638330412,0.759206235408783,0.8245678544044495,0.7865797281265259,0.7664088010787964
6,2.185044280664698,168.4864889850203,4.749097512042147,2.186790055501553,0.759206235408783,3.510526418685913,3.0583391189575195,2.7564523220062256
7,2.185044280664698,2.089581231383453,4.212574146851082,2.1282911491307854,0.759206235408783,0.7454752922058105,0.7223824262619019,0.7138952612876892
8,2.185044280664698,65.19471813601778,3.6879489227487587,2.127208642242382,0.759206235408783,0.8612499833106995,0.8164246082305908,0.7912978529930115
9,2.185044280664698,144.5229447261717,5.779741884101578,2.1584249702120624,0.759206235408783,2.2149882316589355,1.947572946548462,1.7713671922683716
